product_ndc,brand_name,generic_name,labeler_name,product_type,dosage_form,route,marketing_category,marketing_start_date,marketing_end_date,active_ingredients,pharm_class,dea_schedule,finished,listing_expiration_date
0280-2020,BAYER Aspirin Extra Strength Caplets,BAYER Aspirin Extra Strength,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20141223,,ASPIRIN (500 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC],,True,20261231
0280-0110,Alka-Seltzer Plus Severe Cold PowerFast Fizz Day and Night,"aspirin, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,,OTC MONOGRAPH DRUG,20210805,,,,,True,20271231
0280-0142,,"dextromethorphan hydrobromide, doxylamine succinate, acetaminophen",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20240116,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1),,,False,20261231
0280-0063,AleveX,camphor and menthol,Bayer HealthCare LLC,HUMAN OTC DRUG,LOTION,TOPICAL,OTC MONOGRAPH DRUG,20210401,,CAMPHOR (SYNTHETIC) (5.5 mg/g); MENTHOL (16 mg/g),,,True,20261231
0280-0275,,"acetaminophen,dextromethorphan hydrobromide, chlorpheniramine maleate, phenylephrine hydrochloride",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,"TABLET, EFFERVESCENT",,DRUG FOR FURTHER PROCESSING,20191101,,ACETAMINOPHEN (250 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-0020,Alka-Seltzer Plus Severe Cold PowerFast Fizz Orange Zest,"aspirin, chlorpheniramine maleate, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20200701,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); PHENYLEPHRINE BITARTRATE (7 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-0903,,"Phenylephrine Hydrochloride, Acetaminophen, Dextromethorphan Hydrobromide",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20180701,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-0904,,"Dextromethorphan hydrobromide, Doxylamine Succinate, Acetaminophen, Phenylephrine hydrochloride",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20180701,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-1082,,"dextromethorphan hydrobromide, chlorpheniramine maleate, acetaminophen, phenylephrine hydrochloride",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20181220,,ACETAMINOPHEN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-1085,,"Aspirin, Dextromethorphan Hydrobromide, Phenylephrine Bitartrate",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,"TABLET, EFFERVESCENT",,DRUG FOR FURTHER PROCESSING,20181213,,ASPIRIN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),,,False,20261231
0280-1086,,"Aspirin, Phenylephrine Hydrochloride, Dextromethorphan Hydrobromide, Doxylamine succinate",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,"TABLET, EFFERVESCENT",,DRUG FOR FURTHER PROCESSING,20181201,,ASPIRIN (500 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE HYDROCHLORIDE (7.8 mg/1),,,False,20261231
0280-1104,,"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride, Guaifenesin",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,20200303,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); GUAIFENESIN (200 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
11523-4326,"Coricidin HBP Cough and Cold Cough Suppressant, Antihistamine",Chlorpheniramine maleate and Dextromethorphan hydrobromide,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, FILM COATED",ORAL,OTC MONOGRAPH DRUG,20130501,,CHLORPHENIRAMINE MALEATE (4 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (30 mg/1),Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA],,True,20261231
11523-7234,MiraLAX,Polyethylene Glycol 3350,Bayer HealthCare LLC.,HUMAN OTC DRUG,"POWDER, FOR SOLUTION",ORAL,NDA,20070201,,POLYETHYLENE GLYCOL 3350 (17 g/17g),Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Stimulation Large Intestine Fluid/Electrolyte Secretion [PE],,True,20271231
0280-8288,ALKA SELTZER COLD Cold Flu and Congestion Maximum Strength Day Night Fast Gels,"Acetaminophen, Dextromethorphan hydrobromide, Phenylephrine hydrochloride, Doxylamine succinate",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,,OTC MONOGRAPH DRUG,20260601,,,,,True,20271231
0280-1199,,"Dextromethorphan Hydrobromide, Paracetamol, Phenylephrine Hydrochloride",Bayer HealthCare LLC,DRUG FOR FURTHER PROCESSING,"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,20170101,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROCHLORIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
11523-0138,Tinactin Jock Itch,Tolnaftate,Bayer HealthCare LLC,HUMAN OTC DRUG,"AEROSOL, POWDER",TOPICAL,OTC MONOGRAPH DRUG,20240301,,TOLNAFTATE (10 mg/g),,,True,20261231
0280-8257,Bayer Rapid Relief Body Pain,Aspirin/Caffeine Oral Powder,Bayer HealthCare LLC.,HUMAN OTC DRUG,POWDER,ORAL,OTC MONOGRAPH DRUG,20250502,,ASPIRIN (650 mg/1); CAFFEINE (65 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Central Nervous System Stimulant [EPC]; Central Nervous System Stimulation [PE]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Methylxanthine [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Xanthines [CS],,True,20261231
0280-1201,,"Acetaminophen, Phenylephrine, Dextromethorphan Hydrobromide, Doxylamine Succinate",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20170107,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE (5 mg/1),,,False,20261231
11523-0008,Coricidin HBP Cough and Cold,"chlorpheniramine maleate, dextromethorphan hydrochloride",Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20201023,,CHLORPHENIRAMINE MALEATE (4 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (30 mg/1),Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA],,True,20261231
0280-2080,Bayer Aspirin Regimen Chewable Low Dose Aspirin Orange,Aspirin,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,OTC MONOGRAPH DRUG,20150111,,ASPIRIN (81 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC],,True,20261231
0280-0111,Aleve Back and Muscle Pain,NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,20230404,,NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20261231
0280-1203,,"Dextromethorphan hydrobromide, paracetamol, phenylephrine hydrochloride",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,20170701,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-0922,Alka-Seltzer Plus Night Severe Cold and Flu,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, DOXYLAMINE SUCCINATE, and PHENYLEPHRINE HYDROCHLORIDE",Bayer HealthCare LLC.,HUMAN OTC DRUG,"POWDER, FOR SOLUTION",ORAL,OTC MONOGRAPH DRUG,20140417,,ACETAMINOPHEN (650 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (20 mg/1); DOXYLAMINE SUCCINATE (12.5 mg/1); PHENYLEPHRINE HYDROCHLORIDE (10 mg/1),Adrenergic alpha1-Agonists [MoA]; Antihistamine [EPC]; Histamine Receptor Antagonists [MoA]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
0280-0064,Bayer Headache,Aspirin and caffeine,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20210428,,ASPIRIN (500 mg/1); CAFFEINE (32.5 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Central Nervous System Stimulant [EPC]; Central Nervous System Stimulation [PE]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Methylxanthine [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Xanthines [CS],,True,20261231
0280-1205,,Alka Seltzer Plus Free Cold and Flu Day Liqui-Gels,Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20160701,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE (5 mg/1),,,False,20261231
0280-0021,Alka-Seltzer Plus Severe Cold Powerfast Fizz Night,"aspirin, dextromethorphan hydrobromide, doxylamine succinate, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20200401,,ASPIRIN (500 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Antihistamine [EPC]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine Receptor Antagonists [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
0280-1206,,"Dextromethorphan hydrobromide, Chlorpheniramine maleate, Acetaminophen, Phenylephrine hydrochloride",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,20170115,,ACETAMINOPHEN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-1210,,ASP Free Cold and Flu Ni.LF. BLM,Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20160701,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE (5 mg/1),,,False,20261231
0280-1220,,ASP SS CA C LG BLM,Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,CAPSULE,,DRUG FOR FURTHER PROCESSING,20150306,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-1235,,"Dextrmethorphan hydrobromide monohydrate, Paracetamol, Phenylephrine hydrochloride",Bayer HealthCare LLC.,DRUG FOR FURTHER PROCESSING,"CAPSULE, LIQUID FILLED",,DRUG FOR FURTHER PROCESSING,20170101,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),,,False,20261231
0280-1410,,"Aspirin, Dextromethorphan hydrobromide, and Phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",,DRUG FOR FURTHER PROCESSING,20100801,,ASPIRIN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),,,False,20261231
0280-1430,,"Aspirin, Doxylamine succinate, Phenylephrine bitartrate, and Dextromethorphan hydrobromide",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",,DRUG FOR FURTHER PROCESSING,20100801,,ASPIRIN (500 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); DOXYLAMINE SUCCINATE (6.25 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),,,False,20261231
11523-4328,Claritin,Loratadine,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,NDA,20060823,,LORATADINE (5 mg/1),,,True,20261231
11523-7237,Claritin,Loratadine,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,19930412,,LORATADINE (10 mg/1),,,True,20261231
11523-0139,Tinactin,Tolnaftate,Bayer HealthCare LLC.,HUMAN OTC DRUG,"AEROSOL, POWDER",TOPICAL,OTC MONOGRAPH DRUG,20231129,,TOLNAFTATE (10 mg/g),,,True,20261231
0280-8260,Alka-Seltzer Extra Strength Pain Relief,"ANHYDROUS CITRIC ACID, ASPIRIN",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20260205,,ASPIRIN (500 mg/1); CAFFEINE (65 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Central Nervous System Stimulant [EPC]; Central Nervous System Stimulation [PE]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Methylxanthine [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Xanthines [CS],,True,20271231
0280-8294,Alka Seltzer COLD Cold Mucus Congestion Maximum Strength Fast Gels,"acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride",Bayer HealthCare LLC.,HUMAN OTC DRUG,"CAPSULE, LIQUID FILLED",ORAL,OTC MONOGRAPH DRUG,20260601,,ACETAMINOPHEN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); GUAIFENESIN (200 mg/1); PHENYLEPHRINE HYDROCHLORIDE (5 mg/1),Adrenergic alpha1-Agonists [MoA]; Decreased Respiratory Secretion Viscosity [PE]; Expectorant [EPC]; Increased Respiratory Secretions [PE]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
11523-0010,Lotrimin Daily Prevention Deo,Tolnaftate,Bayer HealthCare LLC.,HUMAN OTC DRUG,"AEROSOL, POWDER",TOPICAL,OTC MONOGRAPH DRUG,20200214,,TOLNAFTATE (10 mg/g),,,True,20261231
0280-2090,Bayer Chewable - Aspirin Regimen Low Dose Aspirin Cherry Flavored,Aspirin,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,OTC MONOGRAPH DRUG,20020702,,ASPIRIN (81 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC],,True,20261231
0280-0112,Aleve Headache Pain,NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,20230404,,NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20261231
0280-1012,Phillips Stool Softener Bulk Docusate,docusate sodium,Bayer HealthCare LLC.,HUMAN OTC DRUG,"CAPSULE, LIQUID FILLED",ORAL,OTC MONOGRAPH DRUG,20130902,,DOCUSATE SODIUM (100 mg/1),,,True,20261231
0280-0065,Astepro Allergy,Azelastine HCl,Bayer HealthCare LLC.,HUMAN OTC DRUG,"SPRAY, METERED",NASAL,NDA,20220627,,AZELASTINE HYDROCHLORIDE (205.5 ug/1),Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC],,True,20261231
0026-3944,Jivi,Antihemophilic Factor (Recombinant) Pegylated-aucl,Bayer HealthCare LLC,PLASMA DERIVATIVE,KIT,,BLA,20180830,,,,,True,20271231
0280-0023,Alka-Seltzer Plus Severe Cold and Cough PowerFast Fizz,"aspirin, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer Healthcare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20200401,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20261231
23070-8513,,Ciprofloxacin,Bayer Healthcare Manufacturing Srl,DRUG FOR FURTHER PROCESSING,TABLET,,DRUG FOR FURTHER PROCESSING,20240709,,CIPROFLOXACIN (500 mg/1),,,False,20261231
11523-4329,Claritin Reditabs,Loratadine,Bayer Healthcare LLC.,HUMAN OTC DRUG,"TABLET, ORALLY DISINTEGRATING",ORAL,NDA,20021127,,LORATADINE (10 mg/1),,,True,20261231
11523-7268,MiraLAX,Polyethylene Glycol 3350,Bayer HealthCare LLC.,HUMAN OTC DRUG,"POWDER, FOR SOLUTION",ORAL,NDA,20070201,,POLYETHYLENE GLYCOL 3350 (17 g/17g),Osmotic Activity [MoA]; Osmotic Laxative [EPC]; Stimulation Large Intestine Fluid/Electrolyte Secretion [PE],,True,20271231
11523-0147,Afrin No Drip Pump Mist Bundle Pack,Oxymetazoline hydrochloride,Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,NASAL,OTC MONOGRAPH DRUG,20240419,,,,,True,20261231
0280-8265,Alka Seltzer Cold Cold and Congestion Severe Night Fast Dissolve,"aspirin, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20260601,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
11523-0011,Lotrimin Daily Prevention,tolnaftate,Bayer HealthCare LLC.,HUMAN OTC DRUG,POWDER,TOPICAL,OTC MONOGRAPH DRUG,20200214,,TOLNAFTATE (10 mg/g),,,True,20271231
0280-2100,Bayer Low Dose,Aspirin,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,OTC MONOGRAPH DRUG,20020712,,ASPIRIN (81 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC],,True,20261231
0280-0113,Aleve,NAPROXEN SODIUM,Bayer HealthCare LLC.,HUMAN OTC DRUG,TABLET,ORAL,NDA,20230404,,NAPROXEN SODIUM (220 mg/1),Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Nonsteroidal Anti-inflammatory Drug [EPC],,True,20261231
0280-1138,Alka-Seltzer Plus Multi-Symptom Cold and Flu Day and Night Liquid Gels,"Acetaminophen, Dextromethorphan HBr, Doxylamine succinate, Phenylephrine HCl",Bayer HealthCare LLC.,HUMAN OTC DRUG,KIT,ORAL,OTC MONOGRAPH DRUG,20160715,,,,,True,20261231
0280-0066,Children Astepro Allergy,Azelastine HCl,Bayer HealthCare LLC.,HUMAN OTC DRUG,"SPRAY, METERED",NASAL,NDA,20220627,,AZELASTINE HYDROCHLORIDE (205.5 ug/1),Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC],,True,20261231
0280-0024,Alka-Seltzer Plus Severe Cold PowerFast Fizz Non Drowsy,"asprin, dextromethorphan hydrobromide, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20200401,,ASPIRIN (325 mg/1); DEXTROMETHORPHAN HYDROBROMIDE (10 mg/1); PHENYLEPHRINE BITARTRATE (7.8 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; Sigma-1 Agonist [EPC]; Sigma-1 Receptor Agonists [MoA]; Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]; Uncompetitive NMDA Receptor Antagonists [MoA]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
11523-7333,Claritin Liqui-Gels,Loratadine,Bayer HealthCare LLC.,HUMAN OTC DRUG,"CAPSULE, LIQUID FILLED",ORAL,NDA,20080616,,LORATADINE (10 mg/1),,,True,20271231
11523-0150,Lotrimin AF Jock Itch,Miconazole nitrate,Bayer HealthCare LLC.,HUMAN OTC DRUG,POWDER,TOPICAL,OTC MONOGRAPH DRUG,20231106,,MICONAZOLE NITRATE (20 mg/g),Azole Antifungal [EPC]; Azoles [CS],,True,20271231
11523-4330,Claritin,loratadine,Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, CHEWABLE",ORAL,NDA,20150925,,LORATADINE (5 mg/1),,,True,20261231
0280-8266,ALKA SELTZER COLD Cold and Headache Maximum Strength Fast Dissolve Orange,"aspirin, chlorpheniramine maleate, phenylephrine bitartrate",Bayer HealthCare LLC.,HUMAN OTC DRUG,"TABLET, EFFERVESCENT",ORAL,OTC MONOGRAPH DRUG,20260601,,ASPIRIN (325 mg/1); CHLORPHENIRAMINE MALEATE (2 mg/1); PHENYLEPHRINE BITARTRATE (7 mg/1),Adrenergic alpha1-Agonists [MoA]; Anti-Inflammatory Agents; Non-Steroidal [CS]; Cyclooxygenase Inhibitors [MoA]; Decreased Platelet Aggregation [PE]; Decreased Prostaglandin Production [PE]; Histamine H1 Receptor Antagonists [MoA]; Histamine-1 Receptor Antagonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Platelet Aggregation Inhibitor [EPC]; alpha-1 Adrenergic Agonist [EPC],,True,20271231
11523-0012,Lotrimin Daily Sweat and Odor Control,topical starch,Bayer HealthCare LLC.,HUMAN OTC DRUG,POWDER,TOPICAL,OTC MONOGRAPH DRUG,20200217,,"STARCH, CORN (837 mg/g)",,,True,20271231
